# Generated by scripts/build_pfam_predicate_map.py; edit the proposals, not this file.
# Pfam: Pfam-A.hmm sha256 8bab3a946e6d99a4 (24076 families); Pfam-A.clans.tsv.gz (30134 families)
# GO: pfam2go sha256 30274dd59c468d70; go-basic.obo sha256 b08d45b268b8c24c
# ENZYME: enzyme.dat sha256 6e1f553fcaa15ba7
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (553,641 reviewed proteins with Pfam); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; KO predicates from kegg_predicates.tsv sha256 054c42a1455b7f34
# accession	name	predicates	evidence
PF00248	Aldo_ket_red	dehydrogenase,nad_binding,oxidoreductase,reductase	dehydrogenase=swissprot:261/296 KOs 41/44 single-domain 261/295;nad_binding=swissprot:264/296 KOs 41/44 single-domain 263/295;oxidoreductase=text:reductase;reductase=text:reductase
PF00249	Myb_DNA-binding	binding,dna_binding	binding=text:binding;dna_binding=text:DNA-binding
PF00250	Forkhead	dna_binding,transcription_factor	dna_binding=go:GO:0003677;transcription_factor=swissprot:222/269 KOs 30/30 single-domain 158/194
PF00251	Glyco_hydro_32N	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=text:Glyco;glycosidase=text:Glycosyl hydrolase;hydrolase=text:hydrolase
PF00252	Ribosomal_L16	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF00253	Ribosomal_S14	ribosomal_protein,rna_binding,translation	ribosomal_protein=go:GO:0003735;rna_binding=text:Ribosom;translation=go:GO:0006412
PF00254	FKBP_C	chaperone,isomerase	chaperone=go:GO:0003755;isomerase=go:GO:0016853
PF00255	GSHPx	oxidase,oxidoreductase,peroxidase	oxidase=go:GO:0016491;oxidoreductase=go:GO:0016491;peroxidase=go:GO:0004601
PF00258	Flavodoxin_1	electron_transport,fmn_binding	electron_transport=text:Flavodoxin;fmn_binding=go:GO:0010181
PF00263	Secretin	secretion_component,t2ss_component	secretion_component=go:GO:0009306;t2ss_component=text:Secretin
PF00265	TK	atp_binding,kinase,transferase	atp_binding=swissprot:217/217 single-domain 217/217;kinase=go:GO:0016301;transferase=go:GO:0016740
PF00266	Aminotran_5	amino_acid_metabolism,aminotransferase,transferase	amino_acid_metabolism=text:Aminotransferase;aminotransferase=text:Aminotransferase;transferase=text:transferase
PF00267	Porin_1	beta_barrel,outer_membrane,porin,transporter	beta_barrel=go:GO:0015288;outer_membrane=go:GO:0019867;porin=go:GO:0015288;transporter=go:GO:0005215
PF00268	Ribonuc_red_sm	oxidoreductase,reductase	oxidoreductase=text:reductase;reductase=text:reductase
PF00270	DEAD	atp_binding,dna_repair,helicase,hydrolase,rna_binding	atp_binding=go:GO:0005524;dna_repair=text:DEAD;helicase=text:helicase;hydrolase=swissprot:1560/1730 KOs 92/108 single-domain 11/13;rna_binding=text:DEAD
PF00271	Helicase_C	atp_binding,dna_repair,helicase	atp_binding=text:Helicase;dna_repair=text:Helicase;helicase=text:Helicase
PF00274	Glycolytic	central_metabolism,glycolysis,lyase	central_metabolism=go:GO:0006096;glycolysis=go:GO:0006096;lyase=go:GO:0016829
PF00275	EPSP_synthase	synthase,transferase	synthase=text:synthase;transferase=go:GO:0016740
PF00276	Ribosomal_L23	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF00278	Orn_DAP_Arg_deC	amino_acid_metabolism,cofactor_binding,decarboxylase,lyase,plp_binding	amino_acid_metabolism=text:Orn_;cofactor_binding=text:Pyridoxal-dependent;decarboxylase=text:decarboxylase;lyase=text:decarboxylase;plp_binding=text:Pyridoxal
PF00281	Ribosomal_L5	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF00282	Pyridoxal_deC	cofactor_binding,decarboxylase,lyase,plp_binding	cofactor_binding=text:Pyridoxal-dependent;decarboxylase=swissprot:167/180 KOs 15/16 single-domain 157/170;lyase=go:GO:0016829;plp_binding=go:GO:0030170
PF00283	Cytochrom_B559	cytochrome,electron_transport,heme_binding,photosystem_ii,respiration	cytochrome=text:Cytochrom;electron_transport=text:Cytochrom;heme_binding=text:Cytochrom;photosystem_ii=go:GO:0015979;respiration=text:Cytochrom_B
PF00284	Cytochrom_B559a	cytochrome,electron_transport,heme_binding,photosystem_ii,respiration	cytochrome=text:Cytochrom;electron_transport=text:Cytochrom;heme_binding=text:Cytochrom;photosystem_ii=go:GO:0009523;respiration=text:Cytochrom_B
PF00285	Citrate_synt	central_metabolism,synthase,tca_cycle,transferase	central_metabolism=text:Citrate synth;synthase=text:synthase;tca_cycle=text:Citrate synth;transferase=swissprot:143/143 KOs 4/4 single-domain 130/130
PF00286	Flexi_CP	viral_capsid,viral_structure	viral_capsid=go:GO:0019028;viral_structure=go:GO:0019028
PF00287	Na_K-ATPase	atp_binding,atpase	atp_binding=text:ATPase;atpase=text:ATPase
PF00288	GHMP_kinases_N	atp_binding,kinase,transferase	atp_binding=go:GO:0005524;kinase=text:kinase;transferase=text:kinase
PF00289	Biotin_carb_N	biotin_binding,carboxylase	biotin_binding=text:Biotin;carboxylase=text:carboxylase
PF00290	Trp_syntA	aromatic_aa_metabolism,dehydratase,lyase,synthase	aromatic_aa_metabolism=text:Tryptophan;dehydratase=swissprot:551/551 KOs 3/3 single-domain 546/546;lyase=swissprot:551/551 KOs 3/3 single-domain 546/546;synthase=text:synthase
PF00291	PALP	cofactor_binding,plp_binding	cofactor_binding=text:Pyridoxal-phosphate dependent;plp_binding=text:PALP
PF00292	PAX	dna_binding	dna_binding=go:GO:0003677
PF00293	NUDIX	hydrolase,nucleotide_metabolism	hydrolase=text:NUDIX;nucleotide_metabolism=text:NUDIX
PF00294	PfkB	atp_binding,carbohydrate_active,central_metabolism,kinase,transferase	atp_binding=swissprot:407/412 KOs 29/29 single-domain 205/210;carbohydrate_active=text:PfkB;central_metabolism=text:PfkB;kinase=text:kinase;transferase=text:kinase
PF00295	Glyco_hydro_28	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=go:GO:0005975;glycosidase=go:GO:0016798;hydrolase=go:GO:0016787
PF00296	Bac_luciferase	monooxygenase,oxidoreductase,oxygenase	monooxygenase=text:monooxygenase;oxidoreductase=go:GO:0016491;oxygenase=text:oxygenase
PF00297	Ribosomal_L3	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF00298	Ribosomal_L11	binding,ribosomal_protein,rna_binding,translation	binding=text:binding;ribosomal_protein=go:GO:0003735;rna_binding=text:Ribosom;translation=go:GO:0006412
PF00300	His_Phos_1	hydrolase,phosphatase	hydrolase=text:phosphatase;phosphatase=text:phosphatase
PF00301	Rubredoxin	electron_transport,metal_binding	electron_transport=text:Rubredoxin;metal_binding=go:GO:0046872
PF00302	CAT	acetyltransferase,transferase	acetyltransferase=go:GO:0016407;transferase=go:GO:0016740
PF00303	Thymidylat_synt	synthase,transferase	synthase=text:synthase;transferase=swissprot:459/459 KOs 6/6 single-domain 440/440
PF00305	Lipoxygenase	dioxygenase,oxidoreductase,oxygenase	dioxygenase=swissprot:77/79 KOs 11/12 single-domain 11/11;oxidoreductase=go:GO:0016491;oxygenase=go:GO:0051213
PF00306	ATP-synt_ab_C	atp_synthesis,energy_metabolism,synthase	atp_synthesis=go:GO:0015986;energy_metabolism=go:GO:0015986;synthase=text:synthase
PF00308	Bac_DnaA	atp_binding,atpase,dna_binding,replication	atp_binding=text:ATP;atpase=text:ATPAse;dna_binding=text:DnaA;replication=text:DnaA
PF00309	Sigma54_AID	regulator,sigma_factor	regulator=go:GO:0003700;sigma_factor=go:GO:0016987
PF00310	GATase_2	aminotransferase,transferase	aminotransferase=text:amidotransferase;transferase=text:transferase
PF00311	PEPcase	carboxylase,decarboxylase,lyase	carboxylase=go:GO:0008964;decarboxylase=swissprot:230/230 single-domain 230/230;lyase=swissprot:230/230 single-domain 230/230
PF00312	Ribosomal_S15	ribosomal_protein,rna_binding,translation	ribosomal_protein=go:GO:0003735;rna_binding=text:Ribosom;translation=go:GO:0006412
PF00313	CSD	binding,cold_shock,dna_binding,rna_binding,stress_response	binding=go:GO:0005488;cold_shock=text:CSD;dna_binding=text:DNA-binding;rna_binding=text:CSD;stress_response=text:shock
PF00316	FBPase	gluconeogenesis,hydrolase,phosphatase	gluconeogenesis=text:FBPase;hydrolase=text:phosphatase;phosphatase=text:phosphatase
PF00317	Ribonuc_red_lgN	nucleotide_metabolism,oxidoreductase,reductase	nucleotide_metabolism=go:GO:0009262;oxidoreductase=go:GO:0016491;reductase=text:reductase
PF00318	Ribosomal_S2	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF00319	SRF-TF	binding,dna_binding,regulator,transcription_factor	binding=go:GO:0005488;dna_binding=go:GO:0003677;regulator=text:transcription factor;transcription_factor=text:transcription factor
PF00320	GATA	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF00324	AA_permease	amino_acid_transporter,membrane,transporter	amino_acid_transporter=text:AA_permease;membrane=go:GO:0016020;transporter=go:GO:0006810
PF00325	Crp	crp_fnr_family,dna_binding,regulator,transcription_factor	crp_fnr_family=text:Crp;dna_binding=go:GO:0003677;regulator=go:GO:0065007;transcription_factor=go:GO:0006355
PF00326	Peptidase_S9	hydrolase,peptidase,protease	hydrolase=go:GO:0016787;peptidase=go:GO:0008233;protease=go:GO:0008233
PF00327	Ribosomal_L30	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF00328	His_Phos_2	hydrolase,phosphatase	hydrolase=text:phosphatase;phosphatase=text:phosphatase
PF00329	Complex1_30kDa	dehydrogenase,electron_transport,nad_binding,oxidoreductase,respiration	dehydrogenase=text:dehydrogenase;electron_transport=go:GO:0009055;nad_binding=go:GO:0016651;oxidoreductase=go:GO:0016491;respiration=text:Complex1
PF00330	Aconitase	central_metabolism,dehydratase,lyase,tca_cycle	central_metabolism=text:Aconit;dehydratase=swissprot:664/672 KOs 12/13 single-domain 558/558;lyase=text:hydratase;tca_cycle=text:Aconit
PF00331	Glyco_hydro_10	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=go:GO:0005975;glycosidase=go:GO:0016798;hydrolase=go:GO:0016787
PF00332	Glyco_hydro_17	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=go:GO:0005975;glycosidase=go:GO:0016798;hydrolase=go:GO:0016787
PF00333	Ribosomal_S5	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF00334	NDK	kinase,nucleotide_metabolism,transferase	kinase=text:kinase;nucleotide_metabolism=text:NDK;transferase=text:kinase
PF00336	DNA_pol_viral_C	dna_polymerase,replication	dna_polymerase=text:DNA_pol;replication=text:DNA polymerase
PF00337	Gal-bind_lectin	binding,carbohydrate_binding	binding=go:GO:0005488;carbohydrate_binding=go:GO:0030246
PF00338	Ribosomal_S10	ribosomal_protein,rna_binding,translation	ribosomal_protein=text:Ribosomal;rna_binding=text:Ribosom;translation=text:Ribosomal protein
PF00342	PGI	central_metabolism,glycolysis,isomerase,pentose_phosphate	central_metabolism=go:GO:0006096;glycolysis=go:GO:0006096;isomerase=go:GO:0016853;pentose_phosphate=swissprot:587/623 single-domain 587/623
PF00343	Phosphorylase	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=go:GO:0005975;glycosyltransferase=swissprot:48/48 single-domain 43/43;transferase=go:GO:0016740
PF00344	SecY	sec_pathway,secretion_component	sec_pathway=text:SecY;secretion_component=go:GO:0015031
PF00345	PapD_N	chaperone,flagellum,pilus,stress_response	chaperone=text:chaperon;flagellum=text:flagell;pilus=text:Pili;stress_response=text:chaperon
PF00346	Complex1_49kDa	dehydrogenase,electron_transport,nad_binding,oxidoreductase,respiration	dehydrogenase=text:dehydrogenase;electron_transport=text:NADH dehydrogenase;nad_binding=go:GO:0051287;oxidoreductase=go:GO:0016491;respiration=text:Complex1
PF00347	Ribosomal_L6	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF00348	polyprenyl_synt	isoprenoid_biosynthesis,ligase,transferase	isoprenoid_biosynthesis=go:GO:0008299;ligase=text:synthetase;transferase=swissprot:222/228 KOs 25/25 single-domain 188/193
PF00349	Hexokinase_1	kinase,transferase	kinase=text:kinase;transferase=enzyme:2.7.1.1 (hexokinase)
PF00351	Biopterin_H	monooxygenase,oxidoreductase,oxygenase	monooxygenase=swissprot:41/41 KOs 4/4 single-domain 22/22;oxidoreductase=swissprot:41/41 KOs 4/4 single-domain 22/22;oxygenase=swissprot:41/41 KOs 4/4 single-domain 22/22
PF00352	TBP	binding,dna_binding,regulator,transcription,transcription_factor	binding=go:GO:0005488;dna_binding=go:GO:0003677;regulator=text:Transcription factor;transcription=go:GO:0006351;transcription_factor=text:TBP
PF00353	HemolysinCabind	binding,calcium_binding,metal_binding	binding=go:GO:0005488;calcium_binding=go:GO:0005509;metal_binding=go:GO:0046872
PF00355	Rieske	iron_sulfur,metal_binding	iron_sulfur=go:GO:0051536;metal_binding=text:Rieske
PF00356	LacI	dna_binding,laci_family,regulator,transcription_factor	dna_binding=go:GO:0003677;laci_family=text:LacI;regulator=go:GO:0065007;transcription_factor=go:GO:0006355
PF00358	PTS_EIIA_1	atp_binding,kinase,sugar_transporter,transferase,transporter	atp_binding=swissprot:81/82 KOs 8/8 single-domain 25/26;kinase=swissprot:81/82 KOs 8/8 single-domain 25/26;sugar_transporter=swissprot:70/82 KOs 7/8 single-domain 25/26;transferase=text:transferase;transporter=swissprot:71/82 KOs 8/8 single-domain 25/26
PF00359	PTS_EIIA_2	atp_binding,kinase,transferase	atp_binding=swissprot:67/71 KOs 17/17 single-domain 37/41;kinase=swissprot:67/71 KOs 17/17 single-domain 37/41;transferase=text:transferase
PF00361	Proton_antipo_M	antiporter,membrane,oxidoreductase,transporter	antiporter=text:Proton_antipo;membrane=text:antiporter;oxidoreductase=text:oxidoreductase;transporter=text:antiporter
PF00364	Biotin_lipoyl	biotin_binding	biotin_binding=text:Biotin
PF00365	PFK	atp_binding,glycolysis,kinase,transferase	atp_binding=swissprot:364/365 KOs 3/3 single-domain 357/358;glycolysis=go:GO:0006096;kinase=go:GO:0016301;transferase=go:GO:0016740
PF00366	Ribosomal_S17	ribosomal_protein,rna_binding,translation	ribosomal_protein=go:GO:0003735;rna_binding=text:Ribosom;translation=go:GO:0006412
PF00367	PTS_EIIB	atp_binding,kinase,transferase	atp_binding=swissprot:106/106 KOs 13/13 single-domain 4/4;kinase=swissprot:106/106 KOs 13/13 single-domain 4/4;transferase=go:GO:0016740
PF00368	HMG-CoA_red	dehydrogenase,isoprenoid_biosynthesis,nad_binding,oxidoreductase,reductase	dehydrogenase=swissprot:69/69 KOs 2/2 single-domain 39/39;isoprenoid_biosynthesis=text:HMG-CoA;nad_binding=swissprot:69/69 KOs 2/2 single-domain 39/39;oxidoreductase=go:GO:0016491;reductase=text:reductase
PF00370	FGGY_N	atp_binding,kinase,transferase	atp_binding=swissprot:614/615 KOs 15/15 single-domain 5/5;kinase=go:GO:0016301;transferase=go:GO:0016740
PF00372	Hemocyanin_M	copper_binding,metal_binding	copper_binding=text:copper;metal_binding=text:copper
PF00374	NiFeSe_Hases	hydrogen_metabolism,hydrogenase,metal_binding,nickel_binding,nife_hydrogenase,nifese_hydrogenase,selenium_metabolism	hydrogen_metabolism=text:NiFe;hydrogenase=text:hydrogenase;metal_binding=go:GO:0046872;nickel_binding=go:GO:0016151;nife_hydrogenase=go:GO:0016151;nifese_hydrogenase=text:NiFeSe;selenium_metabolism=text:NiFeSe
PF00375	SDF	symporter,transporter	symporter=go:GO:0015293;transporter=go:GO:0005215
PF00376	MerR	dna_binding,helix_turn_helix,regulator,transcription_factor	dna_binding=go:GO:0003677;helix_turn_helix=go:GO:0003677;regulator=go:GO:0065007;transcription_factor=go:GO:0006355
PF00378	ECH_1	fatty_acid_degradation,isomerase,lipid_metabolism	fatty_acid_degradation=text:ECH;isomerase=text:isomerase;lipid_metabolism=text:Enoyl
PF00379	Chitin_bind_4	carbohydrate_binding	carbohydrate_binding=text:Chitin_bind
PF00380	Ribosomal_S9	ribosomal_protein,rna_binding,translation	ribosomal_protein=go:GO:0003735;rna_binding=text:Ribosom;translation=go:GO:0006412
PF00382	TFIIB	dna_binding,regulator,transcription,transcription_factor	dna_binding=text:Transcription factor;regulator=text:Transcription factor;transcription=text:TFIIB;transcription_factor=text:TFIIB
PF00383	dCMP_cyt_deam_1	binding,deaminase,hydrolase,metal_binding,nucleotide_metabolism,zinc_binding	binding=text:binding;deaminase=text:deaminase;hydrolase=text:deaminase;metal_binding=text:zinc;nucleotide_metabolism=text:dCMP;zinc_binding=text:zinc
PF00384	Molybdopterin	metal_binding,molybdenum_binding,oxidoreductase	metal_binding=text:Molybd;molybdenum_binding=text:Molybd;oxidoreductase=go:GO:0016491
PF00387	PI-PLC-Y	hydrolase,lipase,signaling	hydrolase=go:GO:0016787;lipase=go:GO:0004620;signaling=go:GO:0007165
PF00388	PI-PLC-X	hydrolase,lipase	hydrolase=text:lipase;lipase=text:lipase
PF00389	2-Hacid_dh	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=go:GO:0016491
PF00390	malic	central_metabolism,nad_binding,oxidoreductase	central_metabolism=text:Malic enzyme;nad_binding=go:GO:0016616;oxidoreductase=go:GO:0016491
PF00391	PEP-utilizers	atp_binding,central_metabolism,kinase,transferase	atp_binding=swissprot:117/123 KOs 11/12 co-domains excluded;central_metabolism=text:PEP-utilizers;kinase=swissprot:117/123 KOs 11/12 co-domains excluded;transferase=go:GO:0016740
PF00392	GntR	dna_binding,gntr_family,helix_turn_helix,regulator,transcription_factor	dna_binding=go:GO:0003700;gntr_family=text:GntR;helix_turn_helix=text:GntR;regulator=go:GO:0065007;transcription_factor=go:GO:0003700
PF00393	6PGD	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=go:GO:0016491
PF00394	Cu-oxidase	copper_binding,metal_binding,oxidase,oxidoreductase	copper_binding=text:Cu;metal_binding=text:Cu;oxidase=text:oxidase;oxidoreductase=text:oxidase
PF00395	SLH	s_layer	s_layer=text:SLH
PF00398	RrnaAD	methyltransferase,ribosomal_protein,transferase	methyltransferase=text:methylase;ribosomal_protein=text:Ribosomal;transferase=text:methylase
PF00400	WD40	protein_binding,repeat_domain,wd40_repeat	protein_binding=go:GO:0005515;repeat_domain=text:repeat;wd40_repeat=text:WD40
PF00401	ATP-synt_DE	atp_synthesis,energy_metabolism,synthase	atp_synthesis=text:ATP-synt;energy_metabolism=text:ATP-synt;synthase=text:synthase
PF00403	HMA	heavy_metal_resistance,metal_binding,metal_transporter	heavy_metal_resistance=text:HMA;metal_binding=go:GO:0046872;metal_transporter=text:HMA
PF00404	Dockerin_1	adhesin,carbohydrate_active,cell_surface,dockerin,glycosidase,hydrolase	adhesin=text:Dockerin;carbohydrate_active=swissprot:28/32 KOs 6/6 co-domains excluded;cell_surface=text:Dockerin;dockerin=text:Dockerin;glycosidase=swissprot:28/32 KOs 6/6 co-domains excluded;hydrolase=swissprot:29/32 KOs 6/6 co-domains excluded
PF00406	ADK	atp_binding,kinase,nucleotide_metabolism,transferase	atp_binding=text:kinase;kinase=text:kinase;nucleotide_metabolism=text:ADK;transferase=text:kinase
PF00408	PGM_PMM_IV	carbohydrate_active,isomerase,mutase,sugar_metabolism	carbohydrate_active=text:PGM_PMM;isomerase=go:GO:0016853;mutase=go:GO:0016866;sugar_metabolism=text:PGM_PMM
PF00410	Ribosomal_S8	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF00411	Ribosomal_S11	ribosomal_protein,rna_binding,translation	ribosomal_protein=go:GO:0003735;rna_binding=text:Ribosom;translation=go:GO:0006412
PF00413	Peptidase_M10	hydrolase,metal_binding,peptidase,protease	hydrolase=go:GO:0016787;metal_binding=swissprot:118/118 KOs 26/26 single-domain 7/7;peptidase=go:GO:0008233;protease=go:GO:0008233
PF00415	RCC1	regulatory,repeat_domain	regulatory=text:Regulat;repeat_domain=text:RCC1
PF00416	Ribosomal_S13	ribosomal_protein,rna_binding,translation	ribosomal_protein=go:GO:0003735;rna_binding=go:GO:0003723;translation=go:GO:0006412
PF00418	Tubulin-binding	binding	binding=go:GO:0005488
PF00419	Fimbrial	pilus	pilus=go:GO:0009289
PF00420	Oxidored_q2	electron_transport,oxidoreductase,reductase	electron_transport=text:NADH-ubiquinone/plastoquinone oxidoreductase;oxidoreductase=text:oxidoreductase;reductase=text:Oxidored
PF00421	PSII	heme_binding,photosynthesis,photosystem_ii	heme_binding=go:GO:0046906;photosynthesis=go:GO:0015979;photosystem_ii=go:GO:0015979
PF00423	HN	receptor_binding	receptor_binding=go:GO:0046789
PF00425	Chorismate_bind	binding	binding=text:bind
PF00426	VP4_haemagglut	viral_capsid,viral_structure	viral_capsid=go:GO:0019028;viral_structure=go:GO:0019028
PF00427	PBS_linker_poly	light_harvesting,photosynthesis	light_harvesting=go:GO:0030076;photosynthesis=go:GO:0015979
PF00428	Ribosomal_60s	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:ribosomal protein
PF00429	TLV_coat	viral_structure	viral_structure=text:coat
